,내용,날짜
282,"이것 저것 써보니 이 치약이 제일 괜찮아요
많이 파세요",22.04.14.
283,항상 믿고 쓰는 덴티스테 배송도 빠르고 좋았습니다,22.04.14.
284,입냄새는 아침에 조금 있네요 그래도 상쾌해요,22.04.14.
285,"항상 사용하는 치약이에요.
상쾌하고 좋습니다",22.04.14.
286,항상 믿고 구매하는 덴티스테 치약 입니다.,22.04.14.
287,"천연치약들쓰는거있는데
한번주문해봅니다",22.04.14.
288,좋아요. 아이들과 같이 사용하고 있어요,22.04.14.
289,입냄새에 최곤네요 아빠가 좋아해요,22.04.14.
290,입안이 개운함이 오래가고 좋아요,22.04.14.
291,항상 이 치약 쓰는데 만족합니다,22.04.14.
292,자주사용하는제품입니다ㅋㅋ,22.04.14.
293,아주 좋아요! 잘쓰겠습니다,22.04.14.
294,항상쓰던거라 너무좋아요,22.04.14.
295,꾸준히 쓰는 제품 입니다.,22.04.14.
296,항상 이것만 사용합니다,22.04.14.
297,치약 항상 쓰던거입니더,22.04.14.
298,늘 쓰던제품이라 좋네요,22.04.14.
299,상품 맘에들어요~ ^^,22.04.14.
300,잘 도착했어요,22.04.14.
301,"늘 쓰던제품. 떨어져서 재구매했어요
맵지않고 거품도 잘나고 상쾌해요
또 떨어지면 구매해야겠어요",22.04.14.
302,배송빠르고좋어요 ㅎㅎ,22.04.14.
303,"좋아요..좋아요.
진짜루",22.04.14.
304,벌써 5번째 주문입니다 조아요 엄마도 만족하세요,22.04.13.
305,항상 쓰는건데 저렴하게 쟁여서 좋네요,22.04.13.
306,덴티스테 사용하면 다른치약은 못써요,22.04.13.
307,"확실히 아침에 달라요
너무 상쾌해요",22.04.13.
308,평상시 사용하던 것이예요. 재구매율이 높은 것으로 사용 후 개운함이 좋아요.,22.04.13.
309,저렴하게 산것 같아요. 잘 쓸께요.,22.04.13.
310,"매번쓰는거라
입냄새가덜합니다",22.04.13.
311,항상 만족하면서 쓰고 있어요,22.04.13.
312,민트향이 상쾌하고 좋아요,22.04.13.
313,빠르게 배송됐습니다,22.04.13.
314,애용하는 치약입니다,22.04.13.
315,이치약만 사용해요,22.04.13.
316,시원하니 좋아요 용량이 많아서 좋아요,22.04.13.
317,이 치약 쓰고 나서 부터는 다른 치약은 못쓰겠어요. 구취재거에 탁월하고 무엇보다도 다음날 아침에 텁텁하지 않아서 좋아요. 홈쇼핑 보다 저렴하게 구매할 수 있어서 좋았습니다!,22.04.12.
318,"전 이것만 씁니다.
다른거 쓰다가, 도저히 못쓰겠어서.
상쾌함 최고",22.04.12.
319,"배송도 빠르고 원래 쓰던 치약이라 좋아요!
산뜻하고 잘 닦여요!",22.04.12.
320,진짜상쾌하고좋아요^^재구매있습니다,22.04.12.
321,계속 믿고 쓰던제품이에요 좋아요,22.04.12.
322,깨끗하게 잘 닦여요 상쾌합니다,22.04.12.
323,믿고 쓰는 덴티스테 좋습니다.,22.04.12.
324,상품 너무 마음에 들어요,22.04.12.
325,아주 마음에 듭니다 최고,22.04.12.
326,치약은 덴티스테쥬 굿,22.04.12.
327,치약 너무 좋아요,22.04.12.
328,좋아요좋아요좋아요좋아요좋아요종아요 좋아요 좋아요 좋아요,22.04.12.
329,"원래 사용하던 치약입니다!!
다 써서구매했어욤!! 미니미 20그람짜리 2개 생겨서 출장. 여행시 갖고다니기 좋을 듯해요!",22.04.11.
330,"늘 쓰는거에여~
배송이 쫌 걸린거말고는..^^;;
떨어지기전에 들입니다 ~
개운하고 좋아요~~",22.04.11.
331,"역시 치약은 덴티스테입니다!!
배송도빠르고,젤 저렴해용^^~
용량도많아 오래쓰네용^^~!!",22.04.11.
332,양치후 뽀드득한 느낌 너무 좋습니다 사은품으로온 작은 치약 보내주셨는데 다음엔 구매해서 써보려고 합니다,22.04.11.
333,매번 사서 쓰는 제품입니다. 가격이 조금 부담스럽지만 나쁘지 않아요~,22.04.11.
334,입냄새 덜나는거 같다고 어머니께서 죠아하세요,22.04.11.
335,추천받은이후로 이거만 써요 너무좋습니당,22.04.11.
336,제일 저렴하고 배송도 칼이에요!!!,22.04.11.
337,배송도 빠르고 상품 좋습니다,22.04.11.
338,배송이 빠르고 좋았어요,22.04.11.
339,상쾌하고 아주좋아요^^,22.04.11.
340,"미니 치약도 받고 구성이 좋았어요 !!
치약은 덴티스테만 써요 굿굿",22.04.11.
341,덴티스테치약 좋은거 알고있어서 구입합니다. 구강탈취제는 써봤는데 효과가 좋았어서 치약도 기대되네요 뚜껑도 돌려서 여는게 아니라 편할거 같아요,22.04.10.
342,너무너무 좋아요~~ 항상 여기서 사서 쟁여놓고 써요. 이거 쓰다가 다른 치약 못 써요... 구강세정제도 리***보다 덜 곡하지만 깨끗한 느낌도 있어요~,22.04.10.
343,"휴대용으로 좋아요,상큼하고 깔끔한 느낌",22.04.10.
344,계속 사용하는 치약이라 주문했습니다,22.04.10.
345,저렴하게 잘산거같아요 상품도 좋구요,22.04.10.
346,개운하고 좋아서 항상 사용합니다,22.04.10.
347,상쾌하고 양도 많고 만족합니다^^,22.04.10.
348,아주 좋아요 원래 쓰던거라,22.04.10.
349,양치가 깨끗하게 잘 되요!!,22.04.10.
350,매우좋네요~만족해요,22.04.10.
351,상쾌하고 조아여 굿,22.04.10.
352,구취제거에 아주 좋아요 아침에 일어나도 입이 텁텁하지 않아요,22.04.10.
353,이 치약 쓰고나서 다른 치약을 못써요! 매번 살때마다 엄청 쟁여두고 사네요. 선반에 떨어지지 않게 꽉 쟁여두고 잇어용.,22.04.10.
354,향도좋고느낌도좋습니다,22.04.10.
355,재구매입니다 한번써보고 좋아서 계속 덴티스테만 쓰고 있네요,22.04.09.
356,얘 쓰고나서 다른 치약은 못 쓰겠어요. 시원하고 깔끔해요.,22.04.09.
357,3년째 쓰고있어요 초등아들도 개운하다며 이것만써요^^,22.04.09.
358,200짜리는 처음써보는데 크고좋아요 치약은 덴티스테..,22.04.09.
359,민트향이 깨끗하고 양치후 개운한 기분입니다,22.04.09.
360,이것저것 맞는 치약 찾는 중인데 괜찮네요!!,22.04.09.
361,"이것만 써요
상쾌하고 입냄새 잘 잡아줘요",22.04.09.
362,한 번 써보니 좋아서 바로 구매했습니다.,22.04.09.
363,소문이좋아서 사봤어요 기대해봅니다,22.04.09.
364,정말 개운하니 좋네요 많이 파세요~,22.04.09.
365,다른거 쓰다 돌아왔어요 잘쓸게요,22.04.09.
366,민트향이 좋고 양치후 개운합니다,22.04.09.
367,항상 사용하구고 늘 만족합니다.,22.04.09.
368,매운맛 없고 상쾌한 치약입니다,22.04.09.
369,아침까지 후레쉬한 느낌이예요,22.04.09.
370,처음 구매인데 좋은 거 같이요,22.04.09.
371,성분을 믿고 사용하고있어요,22.04.09.
372,개운하게 닦이네요 추천해요,22.04.09.
373,비싸지만 늘 구매하는 제품,22.04.09.
374,이 치약 아니면 못쓰겠어요,22.04.09.
375,치약중에 제일 상쾌합니다,22.04.09.
376,안맵고나무좋아여굿굿,22.04.09.
377,싸게 구입했네요,22.04.09.
378,어머니가 저것만 쓰는데 배송빠르네요. 60g도 추가로 주고 좋을것같아요. 저는 안 써봤지만 써보라고 한통 주셨는데 한 번 써보려고요...,22.04.09.
379,늘 쓰던 제품예요 이젠 다른제품은 사용 못하겠어요,22.04.09.
380,여러가지 치약 번갈아 쓰는데 덴티스테는 꼭 필요한 치약중 한가지입니다,22.04.09.
381,좋습니닿ㅎ만족합니닿ㅎ,22.04.09.
382,일년쯤 쓴거같은데 입냄새가 확실히 없어졌고 양치할때마나 너무 상쾌해요!,22.04.08.
383,가격 대비 좋아요 ! 추후 재구매의사 있습니다 ~~,22.04.08.
384,빠르게 잘 도착했습니다 ~ 재구매 하러 또올께요,22.04.08.
385,입이 텁텁하지 않고 개운하게 잘 닦여집니다,22.04.08.
386,정국이가 쓴다해서 사봤어요 ㅎㅎ 상쾌해요,22.04.08.
387,닦고 나면 입안이 개운해서 좋네요,22.04.08.
388,시원하고 깔끔한 느낌이라 쥬항요,22.04.08.
389,"매번 쓰구 있어요
상쾌하고 좋아요",22.04.08.
390,개운하고 향기도 맘에 들어요,22.04.08.
391,상쾌하고 빠른배송 최고예요,22.04.08.
392,치약은 이것만 쓰고있어요,22.04.08.
393,잘 사용하도록 하겠습니다,22.04.08.
394,잘쓰고있습니다 상쾌해요,22.04.08.
395,잘쓰고있어요~개운해요,22.04.08.
396,"마트에서 하나 사서 사용해보고 좋아서 주문했습니다
작은 치약 하나 서비스 감사합니다",22.04.08.
397,"좋아요.항상 사용하던 치약있었는데 지인집에가서 사용하고나서 얼른 바꿨어요.양치하고나면 개운해요.양치할때도 시원한 향과 개운함때문에 제대로 양치한 느낌이 드네요.배송빠르고 제품이상없이 왔어요.
또 떨어지기전에 주문할께요",22.04.07.
398,"남은 치약이 많이 없어서 주말에 주문했는데
오늘 받았으니..나흘만에 받아보네요.
급해서 시켰는데 폭망!",22.04.07.
399,"부모님이 보내드렸어요~~
제가 사용하든거라서~~
상쾌해서 좋아요~~",22.04.07.
400,몇년째 재구매하며 사용중이예여.입안이 개운해서 좋아여,22.04.07.
401,항상쓰는 치약이예요 용량하고 가격 좋아요,22.04.07.
402,배송도 빠르고 제품도 좋아요 번창하세요,22.04.07.
403,항상 쓰고 있는 치약 정말 좋은 제품이죠,22.04.07.
404,치약이 엄창 크네요 오래잘쑤겠어요,22.04.07.
405,서비스로 주신 마스크팩 잘쓸께요,22.04.07.
406,시원해유 금방 쓰는거거같네유,22.04.07.
407,특가로 저렴하게 잘 샀네요,22.04.07.
408,저렴한 가격으로 샀네요.,22.04.07.
409,거품도 잘나고 개운하네요...인터넷 치약 성공이네요,22.04.07.
410,항상 잘 쓰고 있습니다. 너무 맵지 않고 개운합니다,22.04.07.
411,늘사용하는건쟁겨두고사용해요,22.04.07.
412,"항상 애용하는 치약이에요~~
이 치약 쓰다가 다른 치약 사용 힘들어요~",22.04.07.
413,조아요조아요조아요조아요조아요 조아요조아요조아요조아요조아요 조아요조아요조아요조아요조아요,22.04.07.
414,잘 쓰는 치약이라 주문했습니다! 공식사이트에서 사는게 훨씬 심적으로 편해요!,22.04.06.
415,"양치하고 나면 입안이 상쾌해요,, 재구매해서 쓰고 있어요",22.04.06.
416,"늘 쓰던거라 좋은가격에 구매했어요
감사합니다",22.04.06.
417,최애 치약입니다. 좋은 가격에 잘 샀네요.,22.04.06.
418,치약은 이제품만 써요 상쾌하고 좋아요,22.04.06.
419,덴티스테로 양치후 아주 개운해요,22.04.06.
420,"재구매해서 꾸준히 사용중입니다
앞으로도 다른제품으로 바꿀생각 없음",22.04.06.
421,늘 사용하고 있어요 조아요,22.04.06.
422,치약좋아요 잘쓰고있어요,22.04.06.
423,개운하고 정말 좋아요!!^^,22.04.06.
424,항상믿고쓰눈제품입니다,22.04.06.
425,항상 잘사용중에 있어요,22.04.06.
426,"좋은제품
잘받았습니다",22.04.06.
427,치약은 이게 갑이죠 !,22.04.06.
428,다른것 써봤는데 얘가 넘 좋아서 다시주문요 ㅎ,22.04.05.
429,유통기한 길고 좋은데 배송이 좀 더뎠네요.,22.04.05.
430,매일쓰던 치약인데 재구매 해요^^,22.04.05.
431,상쾌해여 입냄새안나서 조아여,22.04.05.
432,개운하고 깔끔한 느낌 좋아요,22.04.05.
433,깔끔하니 좋네요. 감사합니다,22.04.05.
434,냄새도 안나고 좋네요,22.04.05.
435,시린점없이 개운해요,22.04.05.
436,배송빠르고 잘왔어요,22.04.05.
437,감사함돠 잘 씅게용,22.04.05.
438,잘쓰겠습니당!!!!,22.04.05.
439,항상 쓰는 제품인데 여러 곳에서 가격 비교해봤는데 여기가 제일 저렴해서 잘 산것같아요! 물론 지금도 잘쓰는 중!,22.04.04.
440,아직 남아있는데 가격이 좀 저렴하게 나와서 집에 쟁여놓으려고 또 구매했어요,22.04.04.
441,항상잘쓰고있어요 !!입안이 확실히 개운하고 좋아요 성분도 좋구요 !!,22.04.04.
442,배송 지연 문자 왔는데 그것보단 일찍 도착했어요. 잘 쓰고 있습니다,22.04.04.
443,늘 사용하는 제품으로 양치 후 개운함을 느끼고 있어 좋았어요.,22.04.04.
444,구취때문에 이것만 써요 100%는 아니지만 도움은 되는것같아요,22.04.04.
445,그렇게 시원하고 좋다는 느낌은 없네요 그냥 일반 치약이예요,22.04.04.
446,늘 사용하는 제품 입냄새 치아도 깨끗하게 상큼 입니다,22.04.04.
447,향이좋고늘가격에만족 시키고잇어요,22.04.04.
448,이제는 요고 아님 다른거 못써요~~,22.04.04.
449,전 덴티스테만 사용한답니당~~,22.04.04.
450,시원해요 좋네요 잘쓸게요,22.04.04.
451,"이만한. 치약이없어요
재구매만 여러번ㅡ온가족 최애치약입니다",22.04.04.
452,향이좋고가격이착해여,22.04.04.
453,배송두빠르고좋아요.,22.04.04.
454,"상쾌해요
이것만써요",22.04.04.
455,간지템임ㅎ 넘 좋음,22.04.04.
456,향이좋아여 싸게삼,22.04.04.
457,"개운한느낌
넘좋아요좋아요",22.04.04.
458,늘 쓰던 제품이에요 아침에 입냄새 안나요. 밤에 양치하고 자면요.,22.04.03.
459,전에 쓰던 치약은 거품이 잘안나오는 제품이였는데 덴티스테는 거품 잘나서 좋아요~ 양치하고나서 개운하고 좋은것같아요~ 서비스 작은 치약샘플 귀엽고 여행가서 쓰기 편할것같아요~좋습니다,22.04.03.
460,이거쓰다가 다른거 못 쓰겠습니다 진짜 평생 써야할듯,22.04.03.
461,믿고쓰는 치약입니당 ㅎㅎ,22.04.03.
462,재구매 의사있어요!!,22.04.03.
463,"정말 개운하고 좋아요!
늘 구매할때마다 만족도가 높네요
잘쓰고 있어요~ 또 구매할게요!",22.04.03.
464,구석구석 닦이는 느낌이며 텁텁하지 않고 상쾌함이 오래가요,22.04.03.
465,개운하고 깔끔하고 좋네영,22.04.03.
466,"치약은 늘 이것만 써요 제일 좋아요!
개운합니다!! 다쓰고 또 구매 할게요",22.04.02.
467,취하기 엄청 화하고 깨끗하게 닦여서 좋아요 치석이 없어지는 거 같애요,22.04.02.
468,"다른분사준건데
깔끔하다 마음에들에하네요
감사합니당~~",22.04.02.
469,예전에 쓰고 좋았던 기억에 구매했는데 좋네요~!!,22.04.02.
470,양도 많고 향이특히 너무 좋아 입냄새 싹사라지네요. 가족모두 좋아해요.,22.04.02.
471,좀 맵긴한데 상쾌해요,22.04.02.
472,아주 상쾌하고 깔끔함,22.04.02.
473,항상 이 치약만 사용합니다 사용후 상쾌함으로 만족한제품입니다. 배송 빠르게 잘 왔어요.,22.04.02.
474,"덴티스테치약 써보고 나면 다른치약 절대 못써요.
가격이 비싸서 일반치약으로 바꿨다가 다시 덴티스테 치약으로.. 개운하고 뽀득거리는 느낌의 치약은 이 치약입니다.",22.04.02.
475,다른 치약 이제 못 쓰겠어염 ㅎㅎㅎ 또 주문 할게요!,22.04.02.
476,너무좋아요 너무 추천 매번삽니다,22.04.02.
477,지인이 좋다길래 궁금해서 주문햇습니다 아직 한번밖에 사용안해봣지만 일단 양치후 텁텁함은 다른치약에 비해 덜한것같아 좋네요 ~ 가격이 좀 비싼게 흠이지만 다 사용하고 효과좋으면 재구매할께요,22.04.01.
478,동생이 자주 이를 닦아도 입에 텁텁한증상이 심하다고 해서 전에 선물 받아 사용했던거 기억 나서 이번에 구매하게 되었고 오자마자 동생이사용했는데 개운한느낌이 오래간다하더라구요. 다음에도 계속 구매해서 쓸거같아요~,22.04.01.
479,"적립금으로 보태서 사니 더저렴하게 구매할 수 있어서 좋았구요, 용량이 커서 오래쓸 수있어 좋네요.
아쉬운게 있다면 배송이 살짝 늦었어요.
그거빼곤 굿~",22.04.01.
480,"7년정도 쓰고 있는데
입안이 너무 상케하고
입냄새도 안나고
넘 조아요",22.04.01.
481,"상쾌하고 좋습니다
좀 더 써보고 대량구매 드갈게여 ㅋ",22.04.01.
482,덴티스테만 사용합니다 5년은 넘은것 같아요,22.04.01.
483,매일 사용하면서 나름 만족해 하고 있어요,22.04.01.
484,뚜껑이 좀 빡빡한점만 좀아쉬워요,22.04.01.
485,좋은가격으로구매완료,22.04.01.
486,좋아요 몇년째 씁니다,22.04.01.
487,평소에 쓰던 거라서,22.04.01.
488,아는사람은 잘아는 요치약 올리브영 마트에서도 판매하지만 비싸서 구매을 망설였던 요치약 드디여구매하였습니다 금액도 굿 세품도 굿 입니다,22.04.01.
489,배송은 빠른데 배송상태 별로예요.포장재하나 감싸지도 않고 그냥 보냈네요~,22.04.01.
490,잘받았습니다 감사합니다.,22.04.01.
491,배송 빠르네요 감사합니다.,22.04.01.
492,조아요 조아요 조아요ㅔ,22.04.01.
493,"여기서 덴디스테를 구매해서 사용한지 5년정도 됬는데 이빨이 기존보다

튼튼해진거 같음 이빨 때깔도 전보다 좋아지고 물론 정확한 근거가 있는건 아님 ;

제일 중요한건 어떤 치약을 사용하던 평소에 관리 잘하는게 중요하다고 봅니다.",22.03.31.
494,후기가 좋아서 구매했어요. 배송 빠르고 양도 넉넉하네요.,22.03.31.
495,"치과에서 석션할때 향이 나네요
꾸준히 써보면 좋겠져? ㅎ",22.03.31.
496,자주 사용하기에 만족하네요~개운하고 잘 씻긴 느낌도!,22.03.31.
497,이거쓰다거 다른거못쓰겠어요 넘개운해요,22.03.31.
498,데티스테 너무 만족 스럽습니다 상쾌해요,22.03.31.
499,상쾌합니다. 잇몸이 깨끗이 닦이는 기분.,22.03.31.
500,상품 잘 받았습니당 베리 굿이에용 ㅎㅎ,22.03.31.
501,몇년째 쓰고 있습니다! 매우좋네여!!,22.03.31.
502,비싸지만 좋은치약입니다,22.03.31.
503,덴티스테 치약 딱 좋아요,22.03.31.
504,저렴해서구매함 좋아요,22.03.31.
505,만족스럽고 좋아요 ㅎㅎ,22.03.31.
506,상품 좋아요 강추합니다,22.03.31.
507,양도많고 좋ㅇ아요 !,22.03.31.
508,치약중에 최고에요,22.03.31.
509,믿고 써요 상쾌해요,22.03.31.
510,"덴티스트 늘 쓰고 있 습니다
화이트후레쉬 주문한줄 알았는데 그냥 화이트였네요ㅋㅋ",22.03.31.
511,늘~~사용하는거라 저녁에 양치하고 아침에 일어나면 입냄새안나서 좋아요. 유통기한 24년10월6일 길어요~~항상 재구매 합니다^^,22.03.30.
512,아시는분이 계시겠지만 기분상쾌하고 시원해요~시린증상도 완화되는거같아요,22.03.30.
513,너무 좋아요 잘 사용하고 있어요 이제 다른거 못 쓸꺼같은 ㅎㅎ,22.03.30.
514,"계속 쓰는 치약이에요~
입안이 상쾌하고 개운해서 만족해요^^",22.03.30.
515,입내서가 덜 나는거 같아요 재구매 의향이 있답니다,22.03.30.
516,"치약이 양이 많고
양치후에 입이 시원해요^^",22.03.30.
517,늘 시용하는 제품이라 믿고 구매했습니다,22.03.30.
518,"포장이 영
종이충전재 조금이라도 쓰세요",22.03.30.
519,늘사용하는거에요배송빠르고 좋습니다,22.03.30.
520,배송삐ㅡ르고좋아요 치약은이거만써요,22.03.30.
521,"양치후 개운해요
입냄새도 덜나구요",22.03.30.
522,"2주된거같은데 잘모르겠네요
많이 헹구었는데 아침에 입안이 허물? 그런게 입안쪽에 많이 있어요",22.03.30.
523,좋네요 역시 좋습니다 아직까지요,22.03.30.
524,입안이상쾌하니기분이좋아지네요,22.03.30.
525,항상사용하던거라 믿고씁니다.,22.03.30.
526,잘 쓰고 있어도 또 구매할게요,22.03.30.
527,"이것만 쓰게됩니다
최고예요",22.03.30.
528,가격대비잘샀어요만족해여,22.03.30.
529,자주 쓰든 제품이라 좋아요,22.03.30.
530,"젤 개운한 치약
이것만써요",22.03.30.
531,거의 2년만에 주문했네요.확실히 물가가 올라서 10개로 팔던걸 8개로 줄었네요.그래도 덴티스테만한게 없어서 주문했어요.,22.03.30.
532,잘 구입했습니다 좋아요,22.03.30.
533,깔뜸하고 만족합니다~,22.03.30.
534,배송이 꽤 빠릅니다,22.03.30.
535,입냄가 많이나는 사람한테 권해 드리고싶네요~입안이 상쾌하네요~,22.03.30.
536,"매워요
상쾌해요
!",22.03.30.
537,"계속사용하고있는데,우선양치하고나면좀더개운한느낌,다른치약보다더깔끔하고개운한것때문",22.03.30.
538,원래쓰는거에요. 전 이게 제일 잘 맞는거같아요,22.03.30.
539,개운하고 항상 사용하고 있어요,22.03.30.
540,양치하고나면 시원하고 향도 오래 갑니다. 맵지도 않아서 좋아요! 출장이나 여행갈때 필요한 미니미 사이즈도 같이 구매가능해서 좋아요.,22.03.29.
541,두 번째 구매로 구취에 효과 있어 열심히 사용 중입니다,22.03.29.
542,배송도 빠르고 사용 후 입속이 더욱 개운한 느낌이예요.아이가 사용하기는 좀 매운것 같아요.,22.03.29.
543,"양치후 개운하고, 아이들도 거부감 없이 잘 닦아요.",22.03.29.
544,늘 이것만구매 뽀드득 구취가확실히 적어짐,22.03.29.
545,"치약이 좋다 좋다 이야기만 듣다가 실제로 사용하니
진짜 ㅋㅋ좋습니다 👍",22.03.29.
546,개운하고 상쾌한 느낌입니다.,22.03.29.
547,깔끔하고 향도 좋아요 ㅎ,22.03.29.
548,꾸준히 쓰고 있습니다.,22.03.29.
549,인터넷에서 후기 좋아서 믿고 샀는데 개운하고 좋아요,22.03.29.
550,개운하고 좋아요. 회한느낌이 강하지 않아서 가족 함께 쓰기 좋네요. 초등은 고학년정도 되어야 할ㅈ것 같아요.,22.03.28.
551,"시원한느낌도있고 상쾌해요
계속재구매하게되네요",22.03.28.
552,늘 쓰던 치약 재 구매 입니다,22.03.28.
553,개운하고 잘 닦이네요 다만 치약 나오는 입구가 좀더 넓었으면 낫겠네요,22.03.28.
554,시원하고 조아요 ㅎㅎ,22.03.28.
555,매일 얘만 씁니다!,22.03.28.
556,"꾸준히 쓰고 있는 제품 입니다.
추천합니다.누런치아 깨끗하게 변해서 전 넘 좋아하는 치약 입니다",22.03.28.
557,"재구매입니다.
잘쓰겠습니다.",22.03.28.
558,치카하고 난뒤 개운하고 좋이요,22.03.28.
559,"적당히 맵고 상쾌합니다.
개운함이 좋아요.
단, 사용후 입구쪽에 치약이 묻으면 굳어서
떼어내야하는 점이 좀 불편하네요.
그래도 치약 자체는 만족합니다🤗",22.03.27.
560,"역시 치약계의 명품답네요!!
아침에 구취도 없는편이라 개운하답니다^^
향도 좋구요!!",22.03.27.
561,"딸이 추천해서 구매했는데 좋아요
가격이 쬠만 저렴했으면 해용",22.03.27.
562,늘쓰던치약이므로 상쾌하고 입안이 개운한 느낌이네요,22.03.27.
563,입안이 상쾌하고 아침에 일어났을때도 입냄새 안나요,22.03.27.
564,평이 좋아 주문해봅니다. 개운한 느낌이 좋으네요,22.03.27.
565,양치후 깔끔해요~ 거품도 잘나네요~,22.03.27.
566,치약 이것만쓰는데 좋아요,22.03.27.
567,배송이 이캐 빠르다니,22.03.27.
568,가성비 아주 좋아요,22.03.27.
569,늘 재구매~~~~~~~~~,22.03.27.
570,저렴하게 구매하였습니다 잘사용할께용 감사드립니다,22.03.27.
